Speaker,Line,Episode,Arc
Anthy,So he did. ,26,3
Utena,I wonder if it was this one? It's pretty desolate.,26,3
Anthy,"Well, it's a memory, so... ",26,3
Utena,"That's probably true, but I imagined something more...",26,3
Akio,More...what? What did she say? ,26,3
Anthy,Well now...I wondered that too. ,26,3
Anthy,I haven't a clue. ,26,3
Akio,What do you think of her? ,26,3
Anthy,What do I think...? ,26,3
Akio,What do you think of her. Tell me. ,26,3
Anthy,The tea-cup broke. ,26,3
Utena,Akio-san! Are you around? ,26,3
Akio,"Yeah, right over here. What's up? ",26,3
Utena,"Well, nothing special. I- ",26,3
Utena,"Um, am I butting in on some brother-sister stuff?",26,3
Akio,"Come now, ""butting in""? ",26,3
Akio,Aren't the three of us just like family already?,26,3
Akio,You don't have to hesitate at all. ,26,3
Utena,Just like family huh? ,26,3
Anthy,I'm sorry. My brother said a rather forward thing to you...,26,3
Utena,"No, it's okay. ",26,3
Utena,"I don't have any family, so it actually made me feel good.",26,3
Utena,"It's true. Your brother's really, like, magnaminous.",26,3
Anthy,"My brother is...well, let's see. He certainly is mature.",26,3
Anthy,He's like a parent to me. ,26,3
Utena,Parents... ,26,3
Utena,Do you think fathers and mothers always care for their children like Miki said?,26,3
Anthy,Could that be because of their genes? ,26,3
Utena,That's a pretty harsh thing to say. ,26,3
Anthy,I'm sorry. ,26,3
Utena,You don't have to apologize. ,26,3
Juri,The Ends of the World started sending us letters again.,26,3
Miki,"Saionji-senpai hated the Duels that much, but he Dueled again anyway.",26,3
Miki,Maybe it's got something to do with that.,26,3
Juri,I'm worried about what Touga's up to. ,26,3
Nanami,What about my brother? ,26,3
Juri,"""Defeat Tenjou Utena, for the sake of you Duelists""...is it?",26,3
Miki,I don't like this! ,26,3
Miki,"Most adults who tell you to do things ""for your own sake"" can't be trusted.",26,3
Nanami,"That's a motion of no-confidence towards the Ends of the World, isn't it?",26,3
Miki,Interpret it that way if you want. ,26,3
Miki,"If Dueling means being manipulated by selfish adults, I'm stopping right now.",26,3
Juri,It's too early to be that resolute. ,26,3
Juri,The true nature of the Ends of the World is not yet known.,26,3
Nanami,"That's right. He might be ""Daddy Long Legs"" for all you know.",26,3
Juri,Nanami. Hurry up and let me use that. ,26,3
Nanami,No-o-o-o-o-o.... ,26,3
Miki,Yeah. It was in the letter from mother. ,26,3
Miki,"No, Kozue and I aren't opposed to it. ",26,3
Miki,"Father, it's entirely up to you. ",26,3
Miki,"I don't think we'll be able to make it to the wedding, but we'll at least send a telegram.",26,3
Miki,What? With who? ,26,3
Miki,"Oh, don't bother. You mean new mother, right?. Don't worry about that.",26,3
Miki,Father? ,26,3
Anthy,Don't worry. Calling myself his mother so suddenly would be too shameless.,26,3
Nanami,"Well, look who's here! ",26,3
Kozue,Same to you. ,26,3
Nanami,What're you doing? I heard you were injured.,26,3
Kozue,Wild animals heal fast. ,26,3
Nanami,"Is that so. Well, that's fine... ",26,3
Nanami,..but loitering is prohibited for anybody not on the Student Council.,26,3
Kozue,I'm meeting someone. ,26,3
Nanami,At this hour? Who on earth? ,26,3
Kozue,"A ""Daddy Long Legs"". Shall I introduce you?",26,3
Nanami,No thanks. ,26,3
Touga,It's almost dawn. How long do you plan on staying here?,26,3
Miki,The school festival is coming up. I'm getting my fingers in shape.,26,3
Touga,What are you being indignant for? ,26,3
Miki,I'm not being indignant or anything... ,26,3
Touga,I hear you plan to quit being a Duelist. ,26,3
Miki,Yes. ,26,3
Touga,But you've already chosen the path of a Duelist.,26,3
Touga,I believe you know that there's something you can't have unless you take it for yourself.,26,3
Touga,Reached an impasse? ,26,3
Miki,Juri-san said she suspected you've been up to something lately.,26,3
Touga,Such a beautiful melody. ,26,3
Touga,But it can't sustain that beauty by being beautiful alone.,26,3
Touga,"Oh my, it hit the wall already. ",26,3
Miki,What are you trying to say? ,26,3
Touga,There's someone I want you to meet. ,26,3
Miki,Someone you want me to meet? ,26,3
Touga,"Listen, can't you hear it? ",26,3
Miki,Hear what? ,26,3
Touga,If your soul has not truly given up... ,26,3
Touga,...you should be able to hear... ,26,3
Touga,...the sound... ,26,3
Touga,...resounding across the Ends of the World.,26,3
Miki,What are you talking about? ,26,3
Miki,I hear it! I really hear it! ,26,3
Miki,What's going on?! ,26,3
Touga,"Now, allow us to invite you, to the world you desire!",26,3
Miki,You're the Chairman of the Board...correct? ,26,3
Kozue,Yep. Himemiya-senpai's older brother. ,26,3
Miki,What're you doing in a place like this? ,26,3
Kozue,It's obvious. I'm on a date with Akio-san. ,26,3
Miki,"Oh? Well, whatever. ",26,3
Miki,"More importantly, what do you want with me, Mr. Chairman?",26,3
Kozue,"You love Himemiya-senpai, don't you Miki?",26,3
Miki,Hey! ,26,3
Kozue,You don't have to be so bashful. ,26,3
Kozue,"If she's so important to you, then make her yours.",26,3
Kozue,Akio-san said he'd help you. ,26,3
Kozue,He's awesome. ,26,3
Miki,I thought you hated Himemiya-senpai. ,26,3
Kozue,What I want is for you to be happy. ,26,3
Miki,"What're you talking about, all of a sudden?",26,3
Kozue,I'm always honest with my feelings. That's all.,26,3
Kozue,I don't lie. ,26,3
Kozue,Don't you trust me? ,26,3
Miki,That's not it... ,26,3
Kozue,Akio-san said it's for your own sake. ,26,3
Miki,"Well, he's an adult. ",26,3
Kozue,So? ,26,3
Kozue,"If everything around you is dirty, don't you have no choice but to get dirty too?",26,3
Kozue,You've got no choice but to get dirty and then get what you want.,26,3
Miki,What I want... ,26,3
Miki,"You're the one who made Saionji-san Duel before, aren't you?",26,3
Miki,"You seduced Touga, and interfered with the Student Council...",26,3
Miki,...what the hell are you...? ,26,3
Akio,"I'll show you the Ends of the World. Yes, even you.",26,3
Miki,So that's it! You're... ,26,3
Kozue,"Hey, be more gentle. ",26,3
Miki,Sorry. Is it crooked? ,26,3
Kozue,"No, it's okay. Attach it here. ",26,3
Miki,Okay. ,26,3
Utena,"Hi, you two. Setting up a nest box? ",26,3
Utena,I wonder if the parent birds will come back.,26,3
Utena,What is it? ,26,3
Miki,"Today, after school, at the Arena of Duels.",26,3
Utena,No way... ,26,3
Shadow,"I wonder I wonder, do you know what I wonder?",26,3
Shadow,"Honored guest, isn't it about time to quit?",26,3
Shadow,"Damn it, I'm betting my entire purse! All of it on black!",26,3
Shadow,Are you positive? ,26,3
Shadow,"Oh, what a shame! It was red! ",26,3
Shadow,"Honored guest, didn't you said you hated gambling, and had never done it before in your life?",26,3
Shadow,Hey! You're the one who recommended I try it at least once!,26,3
Shadow,Just stay put. I'm gonna withdraw my life savings.,26,3
Shadow,What a sucker. ,26,3
Utena,Kozue-chan! What're you doing dressed like that?,26,3
Kozue,Miki. ,26,3
Kozue,Ready? Here we go. ,26,3
Anthy,Utena-sama. ,26,3
Utena,Yeah. ,26,3
Anthy,"O roses of noble memory, I beseech thee:",26,3
Anthy,Appear before me. ,26,3
Anthy,Grant me the power to Revolutionize the World!,26,3
Utena,Grant me the power to Revolutionize the World!,26,3
Utena,I thought you and I were already friends! ,26,3
Miki,"Your sword can't beat mine, can it? ",26,3
Miki,"As of today, the Rose Bride is mine! ",26,3
Miki,You've gotten a lot better. But... ,26,3
Miki,What? ,26,3
Miki,Himemiya-san! ,26,3
Kozue,I hear people who get Engaged to you get an amazing power.,26,3
Kozue,What kind of amazing power? ,26,3
Miki,Kozue! What're you doing?! ,26,3
Kozue,Show that power to me. ,26,3
Miki,Kozue!! ,26,3
Kozue,You'll lose if you don't keep your eyes on what you're doing.,26,3
Utena,A child's sword... ,26,3
Utena,I wonder what made him Duel me so suddenly? ,26,3
Anthy,Who knows. ,26,3
Utena,"I mean, Miki's more... ",26,3
Anthy,More...what? ,26,3
Miki,What?! ,26,3
Kozue,Coward. ,26,3
Nanami,H-huh?,27,3
Nanami,What is it? ,27,3
Touga,"What's up, Nanami? ",27,3
Nanami,"Oh, nothing! ",27,3
Nanami,Was I dreaming? ,27,3
Nanami,An egg. ,27,3
Nanami,Don't tell me...that I... ,27,3
Nanami,N-no...it couldn't be... ,27,3
Nanami,NOOOOOO!!!!! ,27,3
title,"""Nanami's Egg"" ",27,3
Tsuwabuki,Let's see...apparently third period P.E. has been changed to females-only health ed.,27,3
Tsuwabuki,"And regarding today's lunch, what would you like to eat?",27,3
Tsuwabuki,"I thought the same-old same-old would be boring at the cafeteria, so I was thinking of havinga sandwich on the patio...",27,3
Nanami,"Keep calm...keep calm, Nanami! ",27,3
Nanami,I've never heard of humans laying eggs before.,27,3
Nanami,That's right. This must be somebody's plot to bring about my downfall.,27,3
Shadow,"Good grief, Nanami-san laid an egg? ",27,3
Shadow,I can't believe it! ,27,3
Shadow,Totally! Nanami-san's like some alien child or something.,27,3
Nanami,Noooo!! ,27,3
Tsuwabuki,"What's wrong, Nanami-san? ",27,3
Nanami,"Oh, nothing really... ",27,3
Utena,"Geez, I'm sorry Nanami! That went farther than I thought it would...",27,3
Tsuwabuki,"Oh, good morning Tenjou-san. ",27,3
Utena,Good morning. ,27,3
Nanami,"Hey! Be more careful! What if it got broken?! Broken, you hear!",27,3
Nanami,That's so dangerous! I won't stand for it!,27,3
Utena,"""Broken""? Break what? ",27,3
Utena,Hey! Break what? ,27,3
Nanami,E....err..... ,27,3
Nanami,No way...could she be... ,27,3
Nanami,The egg...my egg...! ,27,3
Utena,"What's this? Hey Nanami, what's up with carrying around that egg?",27,3
Tsuwabuki,"Oh Nanami-san, how could you carry around an egg like that?",27,3
Utena,Don't tell me you laid that yourself? ,27,3
Tsuwabuki,"Oh Nanami-san, you actually laid an egg...",27,3
Utena,That means she's an alien! ,27,3
Tsuwabuki,Oh Nanami-san... that makes you an alien!,27,3
Nanami,Noooo!!! ,27,3
Utena,Is she feeling sick or something? ,27,3
Tsuwabuki,"No, she's been like this all morning. ",27,3
Tsuwabuki,"Nanami-san, are you really okay? ",27,3
Tsuwabuki,There's something wrong with you this morning.,27,3
Utena,Hmmm...she doesn't seem to have a fever... ,27,3
Utena,"Ah, now her temperature's rising! ",27,3
Nanami,Shut up!! A friggin' she-male like you would never understand!!,27,3
Tsuwabuki,Wait! Nanami-san...! ,27,3
Utena,"""She-male""? ",27,3
Miki,Hmmm. It certainly is a strange egg. ,27,3
Miki,It certainly doesn't seem to be from a bird or a reptile...,27,3
Miki,"Moreover, it's a a fresh, just-born-this-morning, newborn egg too.",27,3
Nanami,"Fresh, just-born-this-morning? ",27,3
Miki,Where'd you get this egg? ,27,3
Nanami,"Well, I... ",27,3
Miki,What?! You laid this egg? ,27,3
Miki,No way... It's impossible. ,27,3
Miki,There's no way a human could- that's it!,27,3
Miki,"So, Nanami-kun was an alien! I see, I see!",27,3
Nanami,Stop it!!!!!! ,27,3
Nanami,I can't say...even to Miki...anything but this...,27,3
Miki,What's wrong? ,27,3
Nanami,"Hey Micky. What if, just if mind you, a certain girl laid that egg...",27,3
Miki,A girl? ,27,3
Nanami,"Yes, a girl. ",27,3
Miki,Hmm...what an interesting thing to say. ,27,3
Miki,It's true that there are mammals that lay eggs...,27,3
Nanami,There are?! ,27,3
Miki,"Yeah. But, I've never heard of a girl laying eggs.",27,3
Miki,Huh? Nanami-kun? ,27,3
Nanami,I had no idea. There really are people in this world who lay eggs...,27,3
Nanami,How marvelous! ,27,3
Keiko,"Oh, Nanami-sama. ",27,3
Yuuko,What're you doing there? ,27,3
Aiko,You look kind of pale. ,27,3
Nanami,"I swear, you don't know the half of it! I wake up first thing in the morning and what do I find-",27,3
Nanami,Wait a sec. What if I'm the only one who didn't know until now?,27,3
Nanami,"Actually, I laid an egg this morning. ",27,3
Yuuko,Your first egg? ,27,3
Keiko,"What, Nanami-sama, it took you this long?",27,3
Aiko,"You're more behind the times than I thought, Nanami-sama!",27,3
Yuuko,Way behind the times! Way behind the times! Nanami-sama is a teru-teru-boozu.,27,3
Keiko,Way behind the times! Way behind the times! Nanami-sama is a teru-teru-boozu.,27,3
Aiko,Way behind the times! Way behind the times! Nanami-sama is a teru-teru-boozu.,27,3
Yuuko,"Not only that, she's a space alien! ",27,3
Keiko,"Not only that, she's a space alien! ",27,3
Aiko,"Not only that, she's a space alien! ",27,3
Nanami,Oh noooooo!! ,27,3
Nanami,I don't care if they come to pick me up. I'm not going back.,27,3
Keiko,Nanami-sama? ,27,3
Nanami,"Silly me! Nothing's wrong, nothing at all!",27,3
Nanami,I won't have it! I simply won't have it! To think I was the only one who didn't know...,27,3
Nanami,Hey! What if the egg breaks?! ,27,3
Nanami,Oh great! Why'd I have to bump into Juri of all people?,27,3
Nanami,"I just know she's gonna belittle me. Me, who hasn't laid any eggs until now...",27,3
Juri,Nanami. ,27,3
Juri,Be more careful. You almost scratched my ball.,27,3
Nanami,Ball? ,27,3
Juri,Yes. This ball. ,27,3
Nanami,Ball? ,27,3
Juri,Yes. My ball. ,27,3
Nanami,Ball? ,27,3
Juri,Ball. ,27,3
Nanami,It's huge. ,27,3
Juri,Wanna hold it? ,27,3
Nanami,S-so heavy! ,27,3
Nanami,What is this? Do they all get this big?,27,3
Juri,"They didn't used to be that big, but now they're roughly that size.",27,3
Nanami,Didn't used to...? ,27,3
Juri,When I was seven. ,27,3
Nanami,Since that long ago? ,27,3
Juri,I've got many more at my house. ,27,3
Nanami,M-many more? ,27,3
Juri,It feels...pretty good. ,27,3
Nanami,Feels good?! ,27,3
Juri,You should try it too. Later. ,27,3
Nanami,Juri's just so mature... ,27,3
Juri,Strike! ,27,3
Nanami,"Egg, egg, my little egg, hurry hurry and grow up!",27,3
Nanami,There was nothing to worry about at all.,27,3
Nanami,Everybody's laying eggs these days. ,27,3
Nanami,Hurry and grow up. I'm your mother. ,27,3
Nanami,"Egg, egg, my little egg, hurry hurry and grow up!",27,3
Tsuwabuki,Nanami-san...Nanami-san! ,27,3
Nanami,Hmm? What is it? ,27,3
Tsuwabuki,Are you okay? ,27,3
Nanami,It's just fine. I'm taking good care of it.,27,3
Tsuwabuki,"Huh? Nanami-san, if there's anything bothering you, please let me know, okay?",27,3
Tsuwabuki,I'll do anything for your sake. ,27,3
Nanami,Oh really...anything? ,27,3
Nanami,"Well then, if I told you to run at 300 k.p.h., you'd do it?",27,3
Nanami,"If I said to fly at Mach 5, you'd do it?!",27,3
Nanami,"If I said dive ten thousand meters underwater, you'd do it?!?",27,3
Tsuwabuki,"Um, that is, err... ",27,3
Nanami,You can't do it! You can't do it! You can't do any of it!!,27,3
Nanami,Don't blab to people about how you can do things you can't!!,27,3
Nanami,Hmph! ,27,3
Tsuwabuki,Nanami...san? ,27,3
Utena,Something's wrong with Nanami? ,27,3
Tsuwabuki,Yes. How should I put it... ,27,3
Tsuwabuki,"Lately, it seems that she's been really irritable...",27,3
Tsuwabuki,And she's kind of pale...I'm really worried.,27,3
Utena,Maybe she's got the maternity blues. ,27,3
Anthy,It sounds just like she laid an egg. ,27,3
Tsuwabuki,What? An egg? ,27,3
Anthy,My pet Nanami has been like that after laying eggs too.,27,3
Tsuwabuki,No way... ,27,3
Utena,Yeah. I'm sure Nanami'd get really bugged getting confused for a chicken.,27,3
Anthy,Really? ,27,3
Anthy,But I wonder who the father is. ,27,3
Utena,Hey now. ,27,3
Nanami,"Egg, egg, my little egg, hurry hurry and grow up!",27,3
Nanami,"Egg, egg, my little egg, hurry hurry and grow up!",27,3
Touga,Nanami. ,27,3
Nanami,Brother! ,27,3
Touga,You seem to be in a very good mood this morning.,27,3
Nanami,I'm doing my best. For the sake of our brightly shining future.,27,3
Touga,For our future? ,27,3
Nanami,"Brother, which do you prefer, boys, or girls?",27,3
Touga,Isn't it obvious? Girls. ,27,3
Nanami,I'm so glad. Me too. ,27,3
Touga,You prefer girls? ,27,3
Nanami,Yes. ,27,3
Touga,"Listen, Nanami. God made both men and women, because that is the most ideal combination.",27,3
Touga,"Even if you feel mentally content, opposing the designs of God is-",27,3
Nanami,"Oh, brother, what're you talking about! You're the only one for me.",27,3
Touga,"But, you just said you preferred girls... ",27,3
Nanami,That's not what I meant! ,27,3
Touga,Then what? ,27,3
Nanami,"So, what about girls who lay eggs... ",27,3
Touga,Nanami. Do you know why we're able to live together happily like this?,27,3
Nanami,What? ,27,3
Touga,It's because you're not the kind of girl who lays eggs.,27,3
Touga,Who I feel sorry for is the family that such a girl betrays.,27,3
guy1,Stir stir stir stir stir. ,27,3
Nanami,"How could you, brother? You didn't have to put it that way...",27,3
guy2,Stir stir stir stir stir. ,27,3
Nanami,"Juri and Keiko and the others are laying eggs, so why shouldn't I?",27,3
guy3,Stir stir stir stir stir. ,27,3
Nanami,That's right! What are Keiko and the others doing with the eggs they lay?,27,3
Nanami,They wouldn't! ,27,3
guys,Stir stir stir stir! ,27,3
guys,Slurp slurp slurp. ,27,3
guys,Burp! ,27,3
Nanami,NOOOOOO!!!!!!! ,27,3
Shadow,"Now then, gentlemen. Things are only impossible because you think they're impossible.",27,3
Shadow,Take this egg for instance. I bet you think that eggs can't stand upright.,27,3
Shadow,"However! If we support it with chopsticks this way, we can...",27,3
Shadow,Pardon me! Wouldn't it be faster to simply break the bottom?,27,3
Shadow,"No, that is not correct! ",27,3
Shadow,If we support it with chopsticks like so...,27,3
Shadow,I guess it wasn't an egg. ,27,3
Nanami,I'm sorry. I don't have the courage to eat my own egg.,27,3
Nanami,Please live here in happiness. ,27,3
Nanami,It's been a long time since we ate together.,27,3
Nanami,I'm so happy! ,27,3
Touga,Nanami. Do you know why we're able to enjoy times like this together?,27,3
Nanami,What? ,27,3
Touga,It's because you're not the kind of girl who lays eggs.,27,3
Nanami,"T-that's right, brother! Of course! ",27,3
Nanami,"You did the right thing, Nanami. You did the right thing.",27,3
Nanami,I just can't do it. ,27,3
Nanami,I just can't! ,27,3
Nanami,It's gone. Oh no... ,27,3
Nanami,Where did it go? ,27,3
Nanami,What's this smell? ,27,3
Nanami,What have you done?! ,27,3
Saionji,"What have I done? Since there was a fine moon out, I went camping.",27,3
Nanami,What have you done?! How could you eat eggs like that!,27,3
Nanami,They're eggs I tell you...eggs! ,27,3
Saionji,"Ordinarily, eggs are supposed to be eaten.",27,3
Nanami,"You brute, brute brute brute brute!! ",27,3
Saionji,Hey! Stop that! ,27,3
Nanami,Give back my egg... Give it back! ,27,3
Saionji,"There are limits to gluttony. If you wanted to eat an egg, you should simply have asked.",27,3
Saionji,I've got any number of them right here.,27,3
Nanami,Thank goodness! You're all right! ,27,3
Saionji,But let me caution you: having an acquaintance who makes such a fuss over an egg is embarrassingin the extreme.,27,3
Saionji,Never again display such- ,27,3
Saionji,Neither of those siblings has the slightest shred of grace.,27,3
Saionji,It burned! ,27,3
Nanami,"Egg, egg, my little egg, hurry hurry and grow up!",27,3
Nanami,I'm so sorry. I'll never leave you alone again.,27,3
Anthy,Utena-sama. Do you believe in reincarnation? ,27,3
Utena,Hmmm. I dunno. ,27,3
Anthy,"They say that an elephant, at the end of its lifespan, parts from the herd and dies in solitude.",27,3
Utena,"Maybe it doesn't want to make its children sad, and dies alone so no one can say anything.",27,3
Anthy,From parent to child...hearts being passed on eternally.,27,3
Utena,I see. I guess bequeathing one's heart to one's descendants could be called a form of reincarnation.,27,3
Utena,Why are we talking about this? ,27,3
sign,Danger ,27,3
Nanami,What? This is...this is...my egg? ,27,3
Nanami,I'm sorry! I'll never throw you away again!,27,3
Nanami,I'll never throw you away again! ,27,3
Nanami,My...egg... ,27,3
Nanami,A dream? ,27,3
Nanami,Noooooo!! ,27,3
Utena,"Come to think of it, I haven't seen him recently.",27,3
Anthy,He'll be back soon. ,27,3
Utena,I hope so... ,27,3
Utena,Yes! ,27,3
Utena,Chu-Chu! Welcome back! ,27,3
text,To Be Continued ,27,3
Juri,Feelings I can never put into words.,28,3
Juri,But my heart always keeps on whispering. ,28,3
Juri,And...you too... ,28,3
sign,Tsuchiya Ruka ,28,3
Juri,Next! ,28,3
Juri,Next! ,28,3
Utena,Senpai's really something. This is the eighth opponent in a row.,28,3
Anthy,She's so strong. ,28,3
Juri,Next! ,28,3
Juri,Next! ,28,3
Miki,Yes ma'am! ,28,3
Ruka,"Sorry for not having an appointment, but would you mind if I was your next opponent?",28,3
Ruka,Sorry. ,28,3
Miki,Amazing. He's as good as Juri-senpai is.,28,3
Utena,No. Senpai was slightly slower. ,28,3
Ruka,"I was wondering how much you'd grown while I was away,",28,3
Ruka,but it looks like I shouldn't have gotten my hopes up.,28,3
Juri,"So it really was you, Captain. ",28,3
Utena,What?! ,28,3
Miki,"""Captain""...? ",28,3
Ruka,"Hey hey, you're the captain now, Arisugawa. ",28,3
title,Whispering in the Dark ,28,3
Juri,Ruka has returned to the Academy. ,28,3
Nanami,Ruka has? ,28,3
Juri,"Yes. Tsuchiya Ruka, Captain of the Fencing Club.",28,3
Miki,"Juri-san, aren't you the Captain of the Fencing Club?",28,3
Juri,I'm just minding things in his absense. ,28,3
Miki,I had no idea. ,28,3
Nanami,But what the heck is he doing back now?,28,3
Ruka,"How cruel, Nanami-kun. ",28,3
Ruka,Is that any way to talk to a recovering upperclassman?,28,3
Nanami,Ruka-senpai! ,28,3
Ruka,"Having long been absent from school due to an illness, I have now returned to school.",28,3
Nanami,Congratulations on your good health... ,28,3
Ruka,Thank you. ,28,3
Ruka,The Ends of the World seems rather displeased. ,28,3
Ruka,He complains that none of you have any spine.,28,3
Juri,Have you been chosen too? ,28,3
Miki,Then you're going after Tenjou-san too? ,28,3
Ruka,Hey now. I'm still recovering. ,28,3
Nanami,Then what do you intend to do? ,28,3
Ruka,"Good question. Well, I haven't been at the Academy for a while.",28,3
Ruka,"For now, I think I'll just enjoy the carefree student life.",28,3
Nanami,Thanks for the meal... ,28,3
Ruka,"No, close your stance more. ",28,3
Ruka,Tilt in your hips. ,28,3
Ruka,"Yes, that's more like it. ",28,3
girl,Okay. ,28,3
girl,"Hey, get out of there! I want my turn! ",28,3
crowd,Me too! Me too! ,28,3
girl,Tsuchiya-san's just so awesome! ,28,3
girl,It feels like he's all anyone talks about anymore.,28,3
sign,Arisugawa Juri ,28,3
sign,Tsuchiya Ruka ,28,3
Shiori,U-um...I'm sorry... ,28,3
Shiori,"I, um, wasn't trying to... ",28,3
Ruka,I see. So it was you. ,28,3
Shiori,What...? ,28,3
Ruka,"While I was away, somebody polished my sword every day.",28,3
Ruka,I was so happy. ,28,3
Ruka,"It was you, right? ",28,3
Shiori,"Yes. All for your sake, ",28,3
Shiori,every day I polished this sword... ,28,3
Ruka,Thank you. You're such a gentle person. ,28,3
Shiori,"Oh no, I'm not- ",28,3
girl,"Hey, check it out! Get a load of those two!",28,3
girls,Whoa! Major shock! ,28,3
girl,Shiori's really something! ,28,3
girl,I can't believe she got Tsuchiya-san so fast!,28,3
girl,She's usually all quiet and stuff... ,28,3
girl,...but she really kicks butt when she wants to.,28,3
Juri,"I have something to say. Meet me ""there"". ",28,3
Ruka,I'm glad you remembered this place. ,28,3
Ruka,"Sure takes you back, doesn't it? ",28,3
Ruka,I taught you all my techniques here. ,28,3
Ruka,"From the moment you entered the club, your talent shone brighter than anyone else.",28,3
Juri,You're the Captain of the Fencing Team. I leave the management of the club in your hands.,28,3
Ruka,Oh? ,28,3
Juri,And whatever you're plotting as a Duelist is none of my concern.,28,3
Juri,But... ,28,3
Ruka,But? ,28,3
Juri,Keep your hands off of Shiori. ,28,3
Ruka,What for? ,28,3
Juri,Shiori is... ,28,3
Juri,Shiori is an old friend of mine. ,28,3
Ruka,I see. I understand what you're saying. ,28,3
Ruka,But I think you're misunderstanding something.,28,3
Juri,What? ,28,3
Ruka,I said already that I was going to live the carefree life.,28,3
Ruka,Why shouldn't I be free to enjoy romance with anyone in the Academy I want?,28,3
Utena,Tsuchiya Ruka. A swordsman good enough to surpass Arisugawa-senpai.,28,3
Utena,This amazing person has returned to the Fencing Club.,28,3
Anthy,"You seem to be worried, Utena-sama. ",28,3
Utena,Yeah. I feel some kind of unease. ,28,3
Ruka,You're panting just like a little puppy. ,28,3
Shiori,Come on... ,28,3
Ruka,"Well, shall we go? ",28,3
Ruka,"No matter how long the night is, it'll be just like a second to us.",28,3
Shiori,Yes. ,28,3
Juri,He knows. ,28,3
Juri,He knows everything. ,28,3
Shiori,"Oh, Juri-san. ",28,3
Shiori,What's that expression for? ,28,3
Juri,"Shiori, you shouldn't go out with him. ",28,3
Shiori,What? ,28,3
Juri,"Your surprise is understandable. But, I'm worried about you.",28,3
Juri,You mustn't trust that- ,28,3
Shiori,Juri-san. ,28,3
Shiori,"You really suck, you know? ",28,3
girl,"Shiori, whatcha up to? ",28,3
girl,Let's get going already. ,28,3
Shiori,"Yeah, coming. ",28,3
girl,What's wrong? ,28,3
Shiori,"Oh, nothing. ",28,3
girl,Isn't Arisugawa-senpai such a scary person?,28,3
Shiori,"Oh, really? ",28,3
Shiori,Tsuchiya-senpai! ,28,3
Touga,Hi. ,28,3
Shiori,Who're you... ,28,3
Touga,Sorry for startling you. ,28,3
Touga,I came with a message from Tsuchiya. ,28,3
Touga,He said he'd take you someplace wonderful and he wanted you to wait for him.,28,3
Shiori,Someplace wonderful? ,28,3
Touga,"Listen, can't you hear it? ",28,3
Touga,If your soul has not truly given up... ,28,3
Touga,...you should be able to hear... ,28,3
Touga,...the sound... ,28,3
Touga,...resounding across the Ends of the World.,28,3
Shiori,What...are you saying? ,28,3
Shiori,What?! What's going on? ,28,3
Touga,"Now, allow us to invite you, to the world you desire!",28,3
Ruka,Were you surprised? ,28,3
Shiori,"No, not at all. ",28,3
Ruka,I thought you'd say that. ,28,3
Shiori,"You're gonna take me someplace wonderful, right?",28,3
Ruka,That's right. You've become an adult too.,28,3
Ruka,Let's grab hold of the whole world. ,28,3
Ruka,Just the two of us. ,28,3
Shiori,The whole world... ,28,3
Ruka,Yes. The enormous Power of Miracles. ,28,3
Shiori,Will that be mine? ,28,3
Ruka,Yes. ,28,3
Shiori,How wonderful. ,28,3
Akio,"Pleasant vibrations, aren't they? ",28,3
Utena,Always so pretty... ,28,3
Utena,"Um, the roses. ",28,3
Ruka,You're Tenjou Utena-kun? ,28,3
Ruka,"We've met once before, right? ",28,3
Utena,Yes. I saw your match with Arisugawa-senpai. ,28,3
Ruka,Yes. ,28,3
Ruka,What splendid roses. ,28,3
Ruka,Such a nice smell. ,28,3
Utena,Are you a Duelist too? ,28,3
Ruka,"Today, after school, in the Arena of Duels.",28,3
Shadow,Can you catch anything? ,28,3
Shadow,Doesn't look like it. ,28,3
Shadow,I got one! ,28,3
Shadow,Hold on tight! Don't let it get away! ,28,3
Shadow,"Okay, come to papa! ",28,3
Shadow,"Hey, isn't that a sandal? ",28,3
Shadow,"Ooh, I got one over here! ",28,3
Shadow,"Don't lose it, this is for dinner tonight!",28,3
Shadow,"Damn, it's a kettle. ",28,3
Shadow,"Look, they're biting over there too! ",28,3
Shadow,"Okay, this is the real thing this time!",28,3
Shadow,A tire? ,28,3
Shadow,I guess. ,28,3
Shadow,Heave! ,28,3
Ruka,"If you saw my match with Juri, you should already know.",28,3
Ruka,I'm far better with a sword. ,28,3
Utena,We'll never know till we try. ,28,3
Ruka,"That's correct. You've got hidden powers, and I may not be able to beat them.",28,3
Anthy,"O roses of noble memory, I beseech thee:",28,3
Anthy,Appear before me. ,28,3
Anthy,Grant me the power to Revolutionize the World!,28,3
Utena,Grant me the power to Revolutionize the World!,28,3
Ruka,Neither Saionji nor Touga is an amateur. Yet they couldn't beat you.,28,3
Ruka,I wonder how we'll do. ,28,3
Utena,You're the first person who's ever said that during a Duel.,28,3
Ruka,Really? But because I've decided to fight...,28,3
Ruka,...I intend to win! ,28,3
Ruka,Now! Show me your power! ,28,3
Utena,So strong... ,28,3
Ruka,Oh? This might be easier than I thought. ,28,3
Utena,Say what?! ,28,3
Ruka,"Hey now, I'm still recovering. ",28,3
Ruka,Be a bit more gentle. ,28,3
Ruka,What? Is that it? ,28,3
Ruka,"Ah, so that's it. ",28,3
